id,from,to,Region,Input_polyline,Tollguru_Tag_Cost,Tollguru_Cash_Cost,Tollguru_QueryTime,
4,"New Springfield, OH 44443","Middletown, PA 17057",North America,kbvxFz__kNAfDEI}SiRKRsVt\uD~Fsn@poA}@pAep@d_@oWhNgIjFi@`@yRnRaMbKqClBsA`@_NbAkQxBeCzAuDjFaAeBgB}Ck@}B?EKs@i@WMI_AeAiCmECFuEtD_AEYWW_A@gA^{@fAe@zCe@`@YJAtDc@tDAP@~Hr@rM`CxBOlCsAzAmB~@qCZsCTcJr@uD|@wBdHwLtAuBxF_KtD_JzD{M|BqLxAkMhe@s~EhAkIzAwHxCyKfFkMjz@_~AxFcMzFcOrGyUjE{Sp`@qbCbCgLbDiKbEqJrDuGhOwUxCyFtD}IzDiM`B_ItAqJfLq_ArEuc@pD_UbB{Hb}@mgD`GqXhCyQfYyeChAsGfCuIzCsGnbBkvCpDkFlD_EfIuGtDuBlEiBtEoAtU{Evc@qIzKcE|HuDfLsHlKwJfKuMfI_Oha@{{@nDgKxBsMfBu\pAuJfBsGfLkYlB_GnBiJtDgWvAsFzBgFtCiEl_@y\`CmC~BcE`BaFx@mEfD_`@dB_J`\my@vEoMxj@iuBnBcFnDuGzVw\hDcHjC_I`CsLlC}U|@qF`b@gyApCyLvb@{{Cv@aEbAyCpBuDfBsBrByAhDuA`De@pf@sCnDs@`FqBvvA}`AhCaCjCyDtAaDdAoD`Jqi@dBmHdD_KpDmIt_AymBnCqGxBsGnBwHzAkIbL_{@jCuPlD}OpEeOtHaRbHoMrJcNnVuXtCeE`CyEtDgKvi@ugBxD}JjEoIbK}Nb]sd@jN}NpOyL~iC_bBhLaG|yAsn@zEkDnBaC~AuCj_@oeAtBsHfBcK|AmQpB__@jAcPp@oEfJud@p@kFXiTRweAj@sKnAcIhCiJdE{InCyDn\{a@dBoChAkChAwDx@aF\yGIkGsF_b@OkKt@kIdAoEpQcb@jBoHj@oGDmFcBai@TkG`A{GlCsHjC{Djb@we@dE}DxGkFjLyGrF_ChIgCxGwAx\oEbD}@xD{BtBoBzCyE`BgEpNcm@v@yEVyDEoJwEqi@B}Hz@uHbB_GjQia@rScs@hDaH~c@ew@pAoCpA_E|@gF\gEAcXt@eIpCeLxH}RxC}J~BwKnBePl@aMFaMuAkp@PeFv@yGzAkGzBwF~B{DzJoMxBkDjAqCnAqEdMgp@dD}JpEyItCyDjEsE~o@un@`GiG~CcFlNuZrFgHbGmEnOcJbSwO`]oOtDuC|BoC`DaHzAcHj@uHz@a[p@_Hj@}CdSus@`DwGdDsDtDaCnFoAtWcB`OuAlo@cIzP?|DYnVsGrC}AbB{AnCeEtA}DjHs_@h@qH`@aZh@eFt@{CjAoCpBsCpK{IbDgErW{n@jBaDtC_DvEqCzD_AzVy@pBU|Cu@vFsCnOsMrEuCzx@}XtD}AdE{ChEkFpB_EnNq\dEcGpD}Cxk@eY~tAmh@bGeDr\yThFsCjGsBdGaAzh@eBhHaAfFmBph@aXfF{CjG}Fd]ug@xDmExDkCfNmG`EcCrCmCzMsOlC}Bp_@{RtE_D~B{CfBaDx_@o{@rCmL`Ei]hBiInh@yzAfBgEnBaDzBiCtZeYpHuH|m@eu@fD_DxBmAtCw@tBStCDrBXvBp@nTvLvDlAfCb@hF\dr@n@hCRbDp@rCdArBlA~^jX|E`C~R~GhEnBj^zVzD~BjFrBvFpApGj@xHAfGi@zDy@nFkBrDkBt~AajAxDsAfEc@`DDzNvAdDK|EgAdE}BhOuNbDcCxEoCfGwBxDw@|jAcQncC}I~C[lCs@tDkBtDmDxC_FxAgEvBiL~Uq{A~AyGdCcFdB_CrBiBnC_BhCy@|Ei@rYg@zBYhCu@ng@wY|GuFjF}H`DkIlBcJ~AkRf@mDxAyFtBaFdBoCtC}CtYmTdDgDvCkEhm@ufA\g@lFyF|TcPjCsC~AeClAoCzEoPdB_EbBuBvHiGrAaBhBaDlBgGv@}FPcFG_d@f@}F~@sEtZ{w@hCuInHsYhD{J`|@{qBjCgJfHe^vCsJtEaJzFwGjFuDnSsKfD}CxCwEvB}F~\mfAbByGpJge@xBsHhBgEpe@u_A|ByFfBgHvEw[fAyDvAoCzAmBpP{L`DmDxBmDv^_z@pAkErBoJdAcDrImNxBsFjAoFtEyZdA{KJcJWei@]cEyAqFeCaEqGmGeCeDmBiFwAgHuBkNu@_TVkHbByGhC}DxI}HdEeDtIiFzBiBbB{BbGgKfI}J`CsEfSsd@jLyZpBgDvA_BfEuCtE{Avc@}D|Co@tDaBjBuAxCcDlXee@`D{DxB_BjCgAnLgBdF{AdDiB`EuDzCuEnC}Gpg@a}ArA{H|C_VPuGa@_Ho@iDyAmEaIgNaDkHmCeIwAkGsMuw@_f@soC_WkaDoAcGmBkFgTgd@aBmEm@{C_@{EF_Fl@uEzRml@zCgGzCiDnCmBbKkDhDgB|CiDjByDv@wCj@uEXe^|Cua@r@gG`A{EnAiEjK_VdCuHlAoGjByRxAiInAyDzA}C`LuOlYag@xCuGdAyDl@gEVsECyEa@_GeBuHcL_[_BoFmAqIQyIVaGt@}FvTokAlB_HfCuEpDyDdDmB|EoAjCQxDH~_@`CzEQfFoAdEuBtDcDfRiXlBoEbMid@tAaEjBmD`Ts[zC_HvCiKfBqLj@eKBkI]c_@FoF|@}JvAaHvBiG~DgHnC_DjV{TpBuC|B}ErBwHrLww@dAoEjAaDdDcF~CoC|C}A~L_EpBwAbBoBrA_CbAqChCePv@eDxAsDb\mj@hEwDxd@w[lBaBxCeEpLsXrA_Fj@mEJiDu@ySZgJzA{HnAmDvAgC|k@er@jDmDhFiEfa@cXdDkClCuC~BiDpC_GvOai@zDsIfDcEhn@{l@nE}FdCmFpByHpLs|@nBkI|BiFrB}CrJyJbDmEvAoCrAuDje@ysBjBgLn@gKrFmaChFiuApA{SdYmkCzCsUbDeQbe@coBjCcN~BiP~Cq^lo@mtIjCwLfMoZbr@erBpBsGb@aCNiDKmCa@eCw@wB{BkDa_@}e@iAeCeAeEa@sEAcDRaDx@aFvAqFzAcDbQeUvVwVxCkF`BmG^iDLuDImD[mD{AoGkCeFsDsDcGqCi]cMuCuAkDeDuFqJmCqCef@iWeFsD{MeQyEgHgEyH_JoRoBcDkMsNeH_NmHgJiB{D_AkE_@uEByEh@sEt@sCho@iyAlCcIv@iEb@wEhCus@WuI_AqJyl@clFcA_HkA{EcCoGuBwDeCeD_dBsdBmGyHwHkMcG_OyDgNqCcPmAcMa@qJsDszB{@wQoBkOal@kmDu@aHKiFXgI|AkJnAyD`BkDdEsFzDuCbG_CdDe@rJ[pDw@tCiB|BqCnBaFv@sFDmEk@}FcBmF_n@erAqB{DsCgEccDogDoEgFyBmDoBcE_BsEmA}EiAoHmMazAm@eMGsINsIlDk~@I_KgAs_@C{Hx@{JnBiHvA{CnBqCvKyKjGiDhOeEbJuFhCoB|[i_@rOyNjDiErCsF`Pmf@fDoHlCwErs@caAbG}G|NuMrCsDtBuDbBeEfB{Gv@aFj@uHC}lBJwEl@sFnAeFtBwEte@ys@zBgFdBsHn@kIM_JeFmz@k@wEaAqEmCeHiB{CwBgCgFuDoNoGcCoBmCkDiC_GkAiFo@uHB}Fz@{HpGoZb@{Ex@qUj@iE|@aEzCoHv\um@bCcHfBoI`AwJxDk~@`AiInEcXv@kKAoJmCmk@L{Ip@{GnIcm@vAsEpFiK~B_HbAgGrBcSrA{GxAeErW{l@|AwFp@}GJ__@^_IxAkHvP{e@nAmF`A_JfAwa@p@aIlBiJhHcV~A{Jb@}JJmd@g@iNoAuJiPy{@_BeMAOgAaNi@eNGkN\wN|AcSrAqJ~F_[z@qMCyH]gFcAkHeB{GmD_I_FwGqh@{c@}IcJqo@c|@{J_Jya@_ZoGmH_FwImBcFmB{GiGm`@}CqLgDgI}r@syAaH{RsCsK}BuK}CsS}Eeh@eAyIiBiIoJu[y@gEc@cEQeGJmFjFcoAWuIkAmG_CwFiBeCeB}Akc@aWeIkGc]{_@mEmGwDwIaCwJsJ{v@}AgI_BoFwCkHqEqHkUsVgBeCmCcGyAcH[yDE{FT}Dr@yEf_@_pAxAgE~BgF`Uu`@dEcJ~Xsw@tBgJ~@wHT}HKwFe@aGaBeMUcINmEjDo]J}H_@uO?gHpBoTRaGWwEc@iCiFwRgA}F_@{FJ}Hr@wFtAkF|e@o|AjAyFx@aGd@iGPmGOaMiAyLaBuIkHkVoBqJ}Ji_AyAkJ}BuIwSom@sBcFwBsDcCaDsCoCoq@gi@gCcCiBkCiCqG}CoPaAqDmAuCiHqMaGuRm[il@_BaEu@yCg@uEKaDLeEx@mGhEiN|@iE\}FM{Ec@eDsAwEq^go@qCyGmAyFiPu~A]cFCoFLuDzDe]\cIO_Mo@yGoAoH_DaKgFoJeMoN}x@{{@sCqEcCuHo@_FSyD?iDZkG|[m_DEwHYeCaA}D_BmDqAeBaOcMkFaH_}C_gGgIsQqHkTmHeZ}CiRcXukBcEyPgF}MoFyJaKaOuvCegE{CuFeBwE{AkG{@uGmIw}ADeIp@kGhBeHjaBocFpAoF`@uDN}FMsEa@cEaAuEkB_F_BkCqC_D_R_PqBgC}A}CmV_x@{DiLut@e`BuCkHwByGcBcHuCuR}`Fkei@aEsc@eBcV{A_]o@s]qTo`Tq@_\y@kUuAoY}Bm]oAiPgDu\uFce@aCkP}}AysJaCoRmAgO}Aa^o@wjARo]v@uVlA}R|AmQ`DiWlKyl@ljA_iGj~AefHbBkLl@_MuBilD@wL^}QbFmkARuROuRgAoWaCeWyDqV{Myq@i@_FK{GRwGv@qGfSk}@jBuK~@cKNyFDyH[gLeAkKwAqIia@ynBsF_Suq@sxB}BaNe@wGKcGFcG\aGfBgMrAqFdOac@xBmHxAsGlR{dAnZkbAjDeNrBoKjDcX~AyWReR[mYcBcYk@{FkB{IaD}HoC_EoGsGsT_Tum@yj@mAyA_BgCsCyI_AqHo@eK?q@AaJ\eBzCaHB{Aa@{As@w@cAUwNzBaARuCz@c@Ks@U}BoCkF{@aBu@iCoD_DcGc@uA{AaGoAyIcGkdAqOsiECgLb@}KpGqk@Ru@bA{F`AkBlAaAxEeAfAkAd@sBCsGDIJq@`@q@n@[fAOrb@m@vBHlDt@`Br@dCfBrKpJlDhBtMpBb\~DzDfB`@bIl@tKvC`MkAn@,31.2,,16:02:13,
7,"Burlington, ON L7S 2J8, Canada","Brampton, ON L6Y 0L7, Canada",North America,cfmgGzrdfNkOnHF`@bExRJjCUnB_AjAkKlHcJjDaIjAsNVkCTcEpA_I~EmFzBuEt@eMt@iJJoz@hAqy@rBem@~@ypB~HyGD{O_@qIq@oHeAsRwEiOuF_JuEoJaGmMiKsImIi`CksC_UsWiQaPuMoJ_L}GwUuKcKiDeO_E}OoCgO_B{l@mEgKoA}G}AuIqCwEwBkJsF_JeHgKcLi_AuvAcGeHwGiFmE_CqCeA_EaAm]oEsGwAsE{A{GgDgJmGkJoJuxBuoCqCoCkDwB}B}@gDq@sCOkDFoDj@cCt@wFjDyDtEyAfCsIlRuUbj@cGrLcGbKyj@zz@}Wb[mI~K}GfLyNbZaFpIa}@zsAoXj^w[xi@om@d~@yF`IuC|CeErCkDtAmEx@}CJoGi@uCw@mDeBuGwFqFyH}H_N_Uie@iJ}M_NuOqI}KePsVyFuKeFgL_EuKyBuH}CsOcE__@aB}KyA{GE{@uE{SIyCb@eJUkAmAaCo@v@}HzKeQ~Zc@g@qDsD,13.19,,16:02:15,
9,"Oklahoma City, OK 73142","Joplin, MO 64804",North America,wmixEx_}rQaD?_A@aD@FqCEuDm@yZByC?oh@iBq}@KifAJqgAdAsoBf@cnEt@eObAuI~@iFbi@e_C|CqOtCwS`BuWXcW]oTy@gOgE_f@q@eN]gPy@_`GVy~@dAoIzGoT`@_DHqE?MyIkv@eBkXoF_f@{Fs]gxB_lRoyAesLaE{d@kjAmqNyDg]mCwPeKag@a_F{jUc{B_fPsuAgtLwyAwdOqBeUmgAo{NoBiUaBkMyaBonJoE{RcFkPeWat@k{D}xKsDqLuCiLsKgl@a`Ci}MgkBixJcDyN_z@}aDaFwNsEuKwEiJgFwIcLwOkMcN}HyGwl@ed@wLyLwKgNohTke\cNaTuFgKwDyImDsJoDiMkC}LeCoPq[cjC}C}Sw{@csE_I_d@cP_{@yAoGyAwEuEyJ{EsGoEiE}PeKcL_Ea[qG_FwB{CkCuNuRsCsCuFwDo[qQ__De|AcLaH_JsIyD}EsCqEyYek@eDgKkEiJmGyJaG_Hus@}n@}BsCKOwBsD{AeF{AaNSgFHeiE[kI}CoXQgIBukAr@qPHwJAefAa@}OuBi]CkwA]y]sAgk@u@mLu@aGyBkKkBoGqCgH}DaIaqKgwPsFcKoFcOqBsIoBmMq@{JWoKD_vH}AioDJeBXoJlCqVNaFa@{FqAkE{AuCuCkCqBeA_Ds@oBK{D`@gMzCeJn@mA?_bAQyEm@cCy@kCqAuD{CkLuNkjA}{AiTeZya@ai@m_Co}CgN_Qia@cc@_eI}oIeJuKoIcMsIaPwFaNqGgSqtBshGu_CadHgGgUgEkT{l@uuDqCqNmGoUoHyR}IoQcKcPgLmN}IyIksOulN_KyJyG_I_JkMwGkLc_I_vO_KmQqKqOk\ga@ynFupGmHsHiImHeJcHaIkFacHkiEePiM}KwKyKmMiM{QyFyJsHoOeF{LiFaOoFyRee@skBgKc[mLkXmJoQsTq]kUm\s|BehDgJ}P{ImT}fHqoUy}Bq_JcFcO_EmJ{HyNsHaLiL}MmMcLmNeJgOeHcnPidG{nB_v@u`B}k@ycAa^qYqKqKeFkHgE}PoMoGcGgGyGyFmHsFeIaFuIsEcJcEsJqDcKobCu}HoKq_@wEkS{SkgAsiB}tJiDcOmFqQ_EmKyEmKmF}JqGcKmiEmcGiJuLaJkKel@km@wH}I}LoQuEmIgE}IwHoSuDqMiDuNwDsUe~@iiJcCsOqDcNmCcH_EaI_FoHiEeFakA_dAyEgFsGmJc\ok@Oc@iD}G_CsH?Aw@uCcu@kAAeBb@yq@}BCq@A,10.4,12,16:02:17,
12,"Central Square, NY, United States","Ludlow, MA 01056, United States",North America,mpegGnkwoMlK}^n@_DZiDEyFw@aF{@eC}F}K}@_De@}D@_HpD}`@L?nKsApEBpB^xHpBx{@pY`EfAfDh@pH^|_AeAfI@jHf@v`@tElDLpEElEa@jzAgSzDYlH@tp@nEhHT|j@wAlJeAlGwAjaFctApHeD~KmIbCwAhFkBpDo@th@aApqA{EvEH|GnAzG`DlDtCzLtMp@jAb@lBCbAY|@y@t@_Dh@iA[cA{ASgAA_DPkEzAw^bAcPdR}kBzAoLjr@c~DnAqFlAoD|CqGlCsDxB{B~C_C`CoA|CeApCk@pDYjC?tFd@tsA`VvKbBhHr@lJd@dPDr@JxCPjA`@p@dAN~AKhA]|@k@d@q@Ns@Km@e@_@w@OmACa|@XgDhAsBxB}@nVYr@Zh@r@\tB]lCg@r@q@\cBKgAwAm@yDQsEAuDsAspAxCmvBlA{kCfCcsAzEieB`Ee{E_@kcBScK}T}|Cg@gKiBq{Db@oRlHiiAn@_Qa@yxCFoLrVqgFTmLKuMu@kNoE{f@mAmKgB}JwDkN}h@izAqC{JcCcMwBoTkRemD{N_yB_AeK}BwNwdBm~IsByMsAkP[mPNaM~KcmBXgNQuNgkAasQa@uKE_Jh@oRlAyMfe@yjDhAmJxAgQ`AuS~E{cB|Wa|Dv@cVJ}Y_@{QeA}RgSqwB{@iMq@cRSqRUo`Gm@cRiAiMqCgPcp@asCmAoKe@eML}Mp@yJlBcMfDwL~i@isAlFmPzBgJfCsNdBeObDga@vC}Qbj@etBlXiy@dCuJ`BoJdAaKjIc_BnAsPvD}YpFsXlUy|@jb@_iAtYc~@|n@slBnD}L|I_`@rGcTpIsSn|ByeFvJkSlLsSrNuSdQwShRqQnpAofAzD_EjFoGxDyFfEoH|EmK|EcNrCgK~Kij@pFiTlIkWzSwi@rCyJ`C}LdAcIx@}J\eJDoI_CgfB?gIT{E~@qIrBcJtAyDzGmOnBwG`ByJj@yJEuLqAqWw@yZc@wp@T}f@jCurB\kLv@oKbBeMn\qcB~BsNlP_hBb@yGFuF_@yKeAkIab@oxBmA{H_A{Iy@wP@uRr@{NdFsk@VkKQeKiA}MgBuJ}ByH{M_^eCyHuC_MeBoLu@_Ik@sL_Bsv@JuQ\iG~@}IbA_G`C{JvBgGx_@e|@jEkMhCwJpDgRnSywA~W{|AxHeZnc@uqAxFcVbEgXzAkP~@eQVkKDaRQiMkDeaAm@}W{AgtBZiNz@oMlAyJ|BaMtBcIdCwHtHoPnI{NdJqNrRsWtOiQjPaP`MiK`[eU~HuG`FoFjVi[`HaHtHoFrFsCfDqAdGeB|ZcHjm@kSdF_C|C{B~DiEfDoFpEsJfDyFdEqF~EmE~FqDvwAus@hHgFnEgE`GiHpDwFjHuO|J{Yp[ajApBcLl@wK?wFSwF{@_IeDqPuAgJ{@sMG}JNuGp@iJ|Hyn@xB{MnFmVtDiMzD_LtGuOnOsZpJgVfIwXrCwNvAaKdBuSl@eViB{zBcAqZiIqqA]mJCgPbAoa@KuMkAmOeAcH_BgHqC}IgDuH}DuGwEyFgE{D{CwBwTqKgH{EwHuHmGaJmzAs`Dij@siAoMmUkVw_@cJoPaFsKoH{R{Mkc@eGcUiEmRkCyNoAsM]mKAmHVqKtA{SdA_IvEeWhBoM~NeuArBeOzEuV|}@ycEjCsPxA_QZoMGaJcRk|HE_NPwQz@uThA_OlDiZ~{AgoL|g@s{C|BwJfE}M`E}JtRyb@lDeKlBsH|A_IlAiJ|Nu{AjA{JdCsO`DsOtDuNlWw}@zGaR|C{GlQq\lh@_`A|^ss@tFyOhQwr@nDgJbE}HpGyIlc@{c@zKuJj_@oZvMmM|HuJ~x@{jAvEwF|EmErGgEjFeChFeBlFgAvHu@xEGjGRlK~A`IhCdo@r]nGzCxDrAxGfB~JvAdK`@dHKdK_Adu@_JjQsAzZyAlK_BrIsCrK}FdIgH~GcJnCwEhDkH`]i|@nEcObDkQtHys@tCkRbf@iyBvGoW~J_ZdgAmqCdUue@hE_HjN{RpNqWpZ_l@~Ne]tFqKjG{JzOuTzp@yeA|JeTvNib@dJcTxZck@|LwRnMwQ\a@jDeGnCcG~JgXdIkO`F}GfEkEzEwDtEkCtEsBxGmBfF}@bG_@bFAxHf@~n@pI`FX|ECnI_ArGkBjG_DhHyFzfCu}CbKuN`]om@|HuPbm@m_BxQ}g@dEyGdEeEnFgD`F_BfFq@jEErQ`AdHv@|GjBfNxGlFpBvFtA|Fz@tk@xDpiAzJrWv@p_@LlNv@rNlBf`@~H`PpCvLzA`Jr@pGNfGOfGg@xIaBhWyG~KeExJeF`NwIpF_ChTsFlFs@dH[fGDtGf@bGbAjSfFzHrAbIx@xNr@xHbAtJ|C~RtLlCpAxE~A^RxE|A~AdAlIfLbCtBfDbAnEMjCm@fCmAhGcFxH}JrC_FhCwF^{@~E_Pzk@{qCpRyu@rOww@x_@g`BtAsHrAsKfDkc@bAwHdBmJbDaMpMq`@fEsNlF{SnEkTrEqXpCmS|C{XxAgQrA_^RsTAmV?Yu@_f@_FgmAg@sXIoUPa[b@kPrAkQjCqRnEiSvHwUpIwSdJgPdImKnIwIjGeFtUaPtIsHpF_HjDcHhC_JzAcLpBsr@jAuPbB{K`BcHhBaGpCgHnGiLrHaKfGmGj^s[tEiFhDkFfCsFfCsI|Jqh@~BgJjBwEhBgDvF}GbCiBdDgB|GoBbGe@z^cA|Jo@zEq@rHcB|KgElR{KdI}FhJ}H~F{FnGkHxI{LrFcJfHwMnIsQpHcRzG}RrIc[x\avApDuLjC}G|EmIbHwJj`@q`@zDsErCwEbDsIvAgGl@iEd@_GLiGS}JuCyg@IeGHmFn@sI~AgKrB{IbCsHrDiIdDwFvEkGtEkExEcDtFqChf@wP|NaHlGeE~GiGrCiD~CuFfBiElBcH`AaGh@cGN_O{Akc@M_MRwFf@iFdCkLzAcElBwDnEaG|CoCbTcPdF}EpCsDbGqKzUkg@fGkLxHeMpTaZtDeHzCuItBwJ|@mHjDy`@x@wFlAoFjPcf@zLyj@zAoFxXwu@jGuOfHkMpJyLtZsXjJyHxEaChFqA|e@iDnC_@tDaAvGmDfE}DlDeFnDmIdBiHlJkg@`B_N|@uPzAubAl@_K|@wIrAoIzJce@nByKjRorAx@{H\gH@aNsBsiCd@kTvFe|@TcK?oJ]qLiTi~DiAcRyDye@g@iMCqNrCyaBj@gJ`BsKdBuG`BqEzQi^pBkFlB_HrBoMlQo`BxAkHfBiGlB_FzBqEjCgE~D{EhUwSzFaHtDuGzOo^rGsMnKgQjMaQlPiQbO{LlI{Fla@{UnFqDpDoDlQcTvUgSxFeHzD{HnCaIdDaNbEeUtCuUnB_TbB_XbAk[VweAr@qPxAiNpBqLzC{L`Qyf@zAoHrFu^hBeIpSci@|BkHdByIpAsNHqKa@qKqO_wAq@wI]yLc@ku@i@iNy@wIgFea@m@{IGyLn@wLdBiLvB_I~CuHxPi[fDwHl_@{nAdEsJxFeJz]ug@ra@qa@ngAktAvJmNlP_YzGaJrEwE|CeCte@{\xE_EbHwInQiZ|DsFpGuGhRyO~EqFtFyIjGeMrCcI`CsKfA}IdAmNzF}x@X_HCwMkBif@P{Nd@cH~JucAnFkeA|AgKtCeKtCwGvNgW~BmG~AcHhAwJVwImAyl@HuGn@kJpA{I`BeHrSot@fA_G~@cJdBgn@e@{e@DyHhGknAXaLIqK_Cgl@A}OfEctAr@aMzBoOrDmNpCeHvQk`@`JmUhFcOvCkMpAwJxMsuApMmz@|AmMr@yMdDyvAMuLo@eLkBuNcCwKwByGiCkGyf@mbAyCkHuBgHeO}k@wCkPaAiL]qLXqg@kCimAm@ktAs@qNuB{P}AoHqBeH_CuGsCeGmDgGgh@yw@sHyOgDiKkCcLkEcYyAkOm@aOEaPjCg|@^_GnAsLtBuLpXocAvDyR`B_QlCuf@h@eOFeL[uRob@uqIuDg{@@q@RqEZ}@t@m@~@Ax@n@Z~@A|AmA|BwIxIo@dA_@lDp@`KE`B}AfF{D~JKKwLyM_O}QiAkBo@jCYtDl@dTd@hGwC\aFf@uC^,9.67,,16:02:19,
13,"Guadalajara, Jalisco, Mexico","Tepic, Nayarit, Mexico",North America,ybe}Bx_xuRhArjABfEbAbrAFxdAWvKE@g@ZQr@Jp@j@^@TRxCGhgAMjCmA|JAX_I`o@aD~T}ArNsAxHaI~n@{BrO{Jty@i@rCiAzCmDbFex@lgAy@nAoElEsZrVkF|EcEnDwY|UQL_CzAcL|Jqb@l]_D`E{GhPgBrHiI`f@_Jhe@kAlI}ChOoHjb@mDdQkIre@}AzG}FnL}AdEaAvHkHt_AyFzw@IzDb@zEdQbmAHxCQvDoDtS}@jJRtFzBtMv@~HLlFMjCoGle@cClNkD~PwDjLeDrI}AtBkA|@iIlCkCtA{A`BkApCW`@gDxGcDtCm@`@og@b]sFdEeFzFaFhJch@lcB{EvNqy@rqBqD`NkZ`qAgId\yKr[u[b{@gWfs@aEvMuh@jpCuFt[qd@fwCiAxOGrGT|xACjV]|J_AhKgS|nAkBpJiDzLew@jpBmKpVcIhK}nBh`C}C~DgExHiEfMgYx~@wLp]gSzg@yAhFeA`IaCrk@g@rGyAnK{Nr^yQva@{DpKyFbWgUvhAiCvGeKxOeD~D{Y|a@}D|GsAxC{Pnc@_CjHeV|bAyD`KmB~D__@zn@cKhVaJhVoJhYwc@tvAsGpQsHnMoi@tt@uBnDeAxCe@jCQ|DHzCz@fHzY~cBTrFMbDo@nCkAxCiDtDwt@tf@eQ`NyGjGuoAhqAaGpHeC`E{DxIoBbGqMpe@oHxYob@l`CgH~^eExKeD~GsRf]q{@zaBuAfDsAdFoCdQuA|DuAzBoBfBqBjA{DrA{YhHmHnCmHhEcD`C_XrX{J|GqGpDoGnF_ZbZ}BzAqUtLaE|CkB~BsB~Em@xB{Jtf@wBlGiIdOiQvQcBdC}AzDaAnFm@fLOzHk@fH_@xJc@dDwAhFkO|YyH~VmBtEyE`HmP`OiFhG_D|FcHdRu@`FP|FdAtDfEdKn@xCHbB]fNFnB`Dvc@AnE{CbOkDrN}H|MiBbESpCBxFMrB]pAaBlBcGrBqA|@cF`GiArCAzBzBvJLlIV`Cz@nBn@v@|HnFj@t@n@fCQ|Ci@~@eEnDeArAi@nBw@`J}@pBiAx@{AZwHc@gCZqAx@}@rA[nAAxAVfAl@fAbBtAlBb@|Iz@lAd@tArAvCzEhBbAbBNbIMtRrCfCEdH{@hCLpBh@hChBzE|ElHxHfC`DbCjEdAfCh@xDBtCyAfDiDlDeCfDaBhAwAj@eHx@mBp@cAbAcC~EwB|AaBRaBU_B}@yDyD}Aq@qC?_CfA{@vAaCpGu@nAcBpAkJbDcClD[|@SnBKtLaAjCeAt@}G|AqAp@y@nAuB`FiBzAu@R_B?{HqAiBPuAx@yIfN_AfCCrBhB`J@rAi@pBsB~A_SzEiBzAe@~AcAbJx@tJW`JRv@v@nAjC~ArBfBj@`B?xB_AbCgAv@uL~BkB|@wBbBsAnCgAjI_CpZ[dBmEjOuKhZ_CjMa@`IyHlvC_ApWqB`VgPpcBkSzcBkCfYmEnl@y@rMQ~GQj`AkCzwAPvFb@xDbChInMjWjJpSzBbGfD|MpCbONpCIbFcCxJ}O|UcHbJeBpEqHdVyD|IiElFad@fb@yExGuCxGoLz]aDdFmDtCiEhB{oAvWmFrB_FdDwCfDqeAfxA{~@x}AqFzGoCzBmFdDqrA~m@aP~E_rArYcFpByDrBsDnCmF|Fmt@zhA{G|Fe{@vi@eFxD}BhC}@nAqChGky@xaC}JtW{o@vzAoArDmArE_A`HgAfc@uAzIaFfMqUld@mJ~JoEjDaHpHs]js@cl@p_Agi@jkAeC`E{FtGaFxDca@hSqGtDs]|XmMfLoIxGuHpEoBt@{_@pJcKzBuv@tNoJvBsIpCug@nRyJdEuR|Mi}@tq@wCdBcH~Bwi@pJcHtBoJ~G_c@de@qC`EqUpj@mBlC_CjB_DzAmDp@sQQiK_@yEVkDn@{FdC}VpRwBbA}FzBo^jJwBhAgC`BeC|BwV|VmCtBoHhEac@~S_NxHapAn|@idAtt@iEbDiJhJm{@h`AcJtLguApfCwOtTa~AhsBiSfYmcCvgE{HhK}kCvmC_JhJ}J~Les@hmAcEpI_BhEaFnQsf@vqB_@vA_ClJCJeEvNiD~N[nAwIj]?X?\qVtcAGPV`\UtBoArB_Bt@kt@jNyObDyAj@oQbP}t@pr@kB~BeGnQM\sCnI}GuBuF}AG^G`@,22.25,22.25,16:02:21,
